Name,ID,Team,Age,GP,FGA,3PM,REB,AST,PTS,MIN,FGM,FGP,3PA,3PPER,FTM,FTA,FTPER,TOV,STL,BLK
Gerald Beverly,1627896,CTN,24,42,11.2,0.1,9.8,1.0,15.8,691.4316666666666,6.2,0.558,0.4,0.286,3.2,4.3,0.744,1.2,1.2,2.3
Geron Johnson,204080,SXF,25,2,12.8,0.0,4.3,4.3,19.9,25.31833333333333,8.5,0.667,0.0,0.0,2.8,2.8,1.0,1.4,4.3,0.0
Gian Clavell,1628492,TEX,24,1,21.8,5.9,5.9,2.0,28.7,36.38333333333333,10.9,0.5,12.9,0.462,1.0,4.0,0.25,1.0,0.0,0.0
Glenn Robinson III,203922,FWN,24,2,15.4,0.6,4.1,3.6,13.0,60.833333333333336,4.7,0.308,3.6,0.167,3.0,3.0,1.0,2.4,0.6,0.0
Gracin Bakumanya,1627836,WIS,20,4,11.4,0.0,8.4,1.2,13.7,60.22666666666667,6.0,0.526,0.0,0.0,1.8,2.4,0.75,4.2,2.4,0.0
Grant Jerrett,203511,CTN,24,16,14.7,2.2,8.1,2.8,18.3,530.2966666666666,7.0,0.475,5.6,0.386,2.1,2.4,0.861,1.4,1.4,1.6
Guerschon Yabusele,1627824,MNE,22,14,15.2,2.3,8.1,2.8,20.6,495.6716666666667,7.4,0.488,6.4,0.364,3.5,4.4,0.8,3.3,1.2,1.9
Henry Ellenson,1627740,GRD,21,2,16.6,3.1,8.3,0.9,25.7,82.51666666666667,7.0,0.421,7.9,0.389,8.7,10.9,0.8,3.5,0.4,0.4
Ian Baker,1628573,SBL,25,9,12.8,2.2,4.4,5.0,12.2,64.825,3.9,0.304,5.6,0.4,2.2,2.8,0.8,5.0,1.1,0.0
Ike Anigbogu,1628387,FWN,19,20,10.5,0.0,9.5,1.5,12.8,490.5366666666667,5.4,0.517,0.1,0.0,1.9,2.7,0.703,1.8,0.4,2.6
Ike Iroegbu,1628528,ACC,23,50,14.9,0.8,5.9,5.7,17.8,1236.3266666666666,6.1,0.413,3.2,0.266,4.7,6.6,0.705,3.5,1.1,0.2
Ike Nwamu,1628095,SXF,24,47,14.4,3.7,4.0,2.8,17.6,1397.6616666666666,6.1,0.423,10.1,0.366,1.8,2.1,0.829,2.3,1.2,0.3
Isaac Hamilton,1628554,CTN,24,42,13.9,2.0,5.3,2.5,15.0,740.1333333333333,5.8,0.416,6.0,0.331,1.5,1.8,0.833,1.9,1.3,0.3
Isaiah Canaan,203477,NAS,27,1,13.0,4.3,4.3,8.7,26.0,24.9,8.7,0.667,5.8,0.75,4.3,5.8,0.75,7.2,0.0,1.4
Isaiah Cousins,1627766,SLC,24,36,16.4,2.3,4.9,5.9,17.9,953.9116666666666,7.0,0.429,5.7,0.401,1.5,2.0,0.741,3.1,1.8,0.4
Isaiah Hartenstein,1628392,RGV,20,38,12.2,0.6,12.8,2.1,18.2,710.6166666666667,6.9,0.564,1.8,0.343,3.9,5.6,0.685,2.8,0.9,2.1
Isaiah Hicks,1628439,WES,23,37,12.9,0.1,9.7,1.8,19.0,1093.0016666666668,7.4,0.575,0.3,0.333,4.1,5.0,0.809,2.5,1.0,2.5
Isaiah Taylor,1627819,ERI,23,4,17.5,1.0,2.9,10.7,22.2,137.78333333333333,8.6,0.493,2.4,0.444,3.9,5.0,0.789,4.4,0.8,0.0
Isaiah Whitehead,1627785,LIN,23,30,22.7,2.6,4.7,4.5,28.1,859.5733333333334,10.2,0.449,7.2,0.36,5.0,5.9,0.845,4.3,1.4,0.4
Ishmael Hollis,1627908,SXF,26,3,20.5,4.1,12.3,4.1,16.4,17.533333333333335,6.2,0.3,16.4,0.25,0.0,0.0,0.0,0.0,2.1,0.0
Ivan Rabb,1628397,MHU,21,18,13.8,0.4,12.2,2.7,19.6,502.23,7.8,0.565,0.7,0.5,3.7,4.9,0.75,2.2,1.1,2.2
Ivica Zubac,1627826,SBL,21,14,18.8,0.1,11.0,2.1,26.1,418.57166666666666,11.4,0.607,0.5,0.167,3.2,3.7,0.86,2.8,0.6,2.6
J.J. Avila,1627938,TEX,26,50,10.8,1.3,10.1,3.5,12.8,924.1116666666667,4.8,0.444,4.4,0.295,1.9,2.3,0.845,1.6,1.4,0.4
J.J. Frazier,1628857,MHU,22,14,14.3,1.8,6.2,5.9,15.1,316.995,5.8,0.405,5.6,0.327,1.7,1.8,0.938,2.2,1.1,0.0
JJ Moore,1628052,LIN,27,46,13.8,1.6,4.0,1.4,16.4,739.0333333333333,5.6,0.405,5.7,0.28,3.6,4.6,0.777,1.4,1.2,0.2
JJ O'Brien,1626266,ACC,26,39,12.5,1.2,4.9,3.3,16.3,1370.3516666666667,6.1,0.484,3.5,0.351,3.0,3.5,0.843,1.7,1.3,0.3
JaCorey Williams,1628580,CTN,23,50,14.0,0.1,8.9,1.9,18.4,1524.5983333333334,7.6,0.546,0.4,0.267,3.0,5.0,0.614,3.1,1.0,0.7
JaKarr Sampson,203960,RNO,25,35,17.9,0.5,8.9,1.1,22.5,1003.1633333333333,9.1,0.508,1.6,0.289,3.8,5.0,0.77,2.2,1.4,1.1
Jabari Bird,1628444,MNE,23,20,15.3,1.9,5.8,2.7,19.7,703.2616666666667,7.9,0.518,6.0,0.325,1.9,3.2,0.597,2.3,1.4,0.5
Jabari Brown,203913,SCW,25,9,17.4,3.3,2.4,2.9,20.4,250.36666666666667,7.6,0.438,9.5,0.348,1.9,2.6,0.722,3.3,1.2,0.0
Jack Cooley,204022,RNO,27,39,16.4,0.0,12.9,1.4,23.2,1074.0833333333333,9.2,0.561,0.1,0.25,4.8,6.7,0.714,2.1,1.4,0.7
Jacob Pullen,1626643,DEL,28,14,17.8,2.6,2.4,5.7,19.9,398.12833333333333,7.1,0.401,8.5,0.309,3.0,3.5,0.846,3.2,1.3,0.2
Jacob Wiley,1628451,LIN,23,16,11.8,1.4,6.3,2.0,13.6,328.87833333333333,5.6,0.472,3.8,0.371,1.0,1.3,0.75,2.7,0.5,0.7
Jalen Bradley,1628616,SXF,24,33,9.5,1.3,4.5,5.0,11.8,438.01166666666666,4.3,0.452,3.8,0.348,1.9,2.1,0.885,2.1,0.8,0.2
Jalen Jones,1627883,TEX,25,32,16.3,1.4,8.1,2.7,22.4,1004.9133333333333,7.6,0.465,5.2,0.276,5.8,7.5,0.784,2.8,0.8,0.5
